Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME流体模板: 熔融铜
extracells:pattern.fluid:0, ME流体模板: 熔融锡
extracells:pattern.fluid:0, ME流体模板: 熔融青铜
extracells:pattern.fluid:0, ME流体模板: 熔融锌
extracells:pattern.fluid:0, ME流体模板: 熔融铅
extracells:pattern.fluid:0, ME流体模板: 熔融镍
extracells:pattern.fluid:0, ME流体模板: 熔融银
extracells:pattern.fluid:0, ME流体模板: 熔融琥珀金
extracells:pattern.fluid:0, ME流体模板: 熔融钢
extracells:pattern.fluid:0, ME流体模板: 熔融铝
extracells:pattern.fluid:0, ME流体模板: 液态氢
extracells:pattern.fluid:0, ME流体模板: 液态氧
extracells:pattern.fluid:0, ME流体模板: 液态氯
extracells:pattern.fluid:0, ME流体模板: 液态二氧化硫
extracells:pattern.fluid:0, ME流体模板: 液态三氧化硫
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 液态氯化氢
extracells:pattern.fluid:0, ME流体模板: 液态乙烯
extracells:pattern.fluid:0, ME流体模板: 液态钠
extracells:pattern.fluid:0, ME流体模板: 盐水
extracells:pattern.fluid:0, ME流体模板: 液态氘
extracells:pattern.fluid:0, ME流体模板: 液态氚
extracells:pattern.fluid:0, ME流体模板: 液态氘氚燃料
extracells:pattern.fluid:0, ME流体模板: 液态锂
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 液态荧石
extracells:pattern.fluid:0, ME流体模板: 液态岩浆
extracells:pattern.fluid:0, ME流体模板: 液氮
extracells:pattern.fluid:0, ME流体模板: 冰水
extracells:pattern.fluid:0, ME流体模板: 盐水
extracells:pattern.fluid:0, ME流体模板: 放射性水
extracells:pattern.fluid:0, ME流体模板: 清水
extracells:pattern.fluid:0, ME流体模板: 被感染的水
extracells:pattern.fluid:0, ME流体模板: 液态甲烷
extracells:pattern.fluid:0, ME流体模板: 液氮冰
extracells:pattern.fluid:0, ME流体模板: 液态烃
extracells:pattern.fluid:0, ME流体模板: 液态巧克力
extracells:pattern.fluid:0, ME流体模板: 液态焦糖
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: 液态煤炭
extracells:pattern.fluid:0, ME流体模板: 石油
extracells:pattern.fluid:0, ME流体模板: 石脑油
extracells:pattern.fluid:0, ME流体模板: 精炼油
extracells:pattern.fluid:0, ME流体模板: 树汁
extracells:pattern.fluid:0, ME流体模板: 糖浆
extracells:pattern.fluid:0, ME流体模板: 树脂
extracells:pattern.fluid:0, ME流体模板: 树油
extracells:pattern.fluid:0, ME流体模板: 种子油
extracells:pattern.fluid:0, ME流体模板: 生物质原油
extracells:pattern.fluid:0, ME流体模板: 藿香碱
extracells:pattern.fluid:0, ME流体模板: 蘑菇煲
extracells:pattern.fluid:0, ME流体模板: 知识精华
extracells:pattern.fluid:0, ME流体模板: 药水
extracells:pattern.fluid:0, ME流体模板: 喷溅药水
extracells:pattern.fluid:0, ME流体模板: 滞留药水
extracells:pattern.fluid:0, ME流体模板: 不稳定红石
extracells:pattern.fluid:0, ME流体模板: 充能液态荧石
extracells:pattern.fluid:0, ME流体模板: 谐振末影珍珠
extracells:pattern.fluid:0, ME流体模板: 烈焰之炽焱
extracells:pattern.fluid:0, ME流体模板: 极寒之凛冰
extracells:pattern.fluid:0, ME流体模板: 飞扬之清风
extracells:pattern.fluid:0, ME流体模板: 板块之层岩
extracells:pattern.fluid:0, ME流体模板: 元始魔力
extracells:pattern.fluid:0, ME流体模板: 熔融铂
extracells:pattern.fluid:0, ME流体模板: 熔融铱
extracells:pattern.fluid:0, ME流体模板: 熔融殷钢
extracells:pattern.fluid:0, ME流体模板: 熔融康铜
extracells:pattern.fluid:0, ME流体模板: 熔融信素
extracells:pattern.fluid:0, ME流体模板: 熔融流明
extracells:pattern.fluid:0, ME流体模板: 熔融末影
extracells:pattern.fluid:0, ME流体模板: 熔融磁钢
extracells:pattern.fluid:0, ME流体模板: 熔融充能合金
extracells:pattern.fluid:0, ME流体模板: 熔融脉冲合金
extracells:pattern.fluid:0, ME流体模板: 熔融红石合金
extracells:pattern.fluid:0, ME流体模板: 熔融导电铁
extracells:pattern.fluid:0, ME流体模板: 熔融充能铁
extracells:pattern.fluid:0, ME流体模板: 熔融玄钢
extracells:pattern.fluid:0, ME流体模板: 熔融魂金
extracells:pattern.fluid:0, ME流体模板: 熔融末影钢
extracells:pattern.fluid:0, ME流体模板: 熔融铁合金
extracells:pattern.fluid:0, ME流体模板: 甲苯
extracells:pattern.fluid:0, ME流体模板: 硫酸镍溶液
extracells:pattern.fluid:0, ME流体模板: 纯净硫酸镍溶液
extracells:pattern.fluid:0, ME流体模板: 酸性铱溶液
extracells:pattern.fluid:0, ME流体模板: 铱溶液
extracells:pattern.fluid:0, ME流体模板: 盐酸锇溶液
extracells:pattern.fluid:0, ME流体模板: 锇溶液
extracells:pattern.fluid:0, ME流体模板: 熔融钛
extracells:pattern.fluid:0, ME流体模板: UU物质
extracells:pattern.fluid:0, ME流体模板: 建筑泡沫
extracells:pattern.fluid:0, ME流体模板: IC2冷却液
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: IC2热冷却液
extracells:pattern.fluid:0, ME流体模板: 绳状熔岩
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 沼气
extracells:pattern.fluid:0, ME流体模板: 蒸馏水
extracells:pattern.fluid:0, ME流体模板: 过热蒸汽
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 温泉水
extracells:pattern.fluid:0, ME流体模板: 除草剂喷雾
extracells:pattern.fluid:0, ME流体模板: 空气
extracells:pattern.fluid:0, ME流体模板: 氢气
extracells:pattern.fluid:0, ME流体模板: 氧气
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 玻璃
extracells:pattern.fluid:0, ME流体模板: 蜂蜜
extracells:pattern.fluid:0, ME流体模板: 碎冰
extracells:pattern.fluid:0, ME流体模板: 果汁
extracells:pattern.fluid:0, ME流体模板: 牛奶
extracells:pattern.fluid:0, ME流体模板: 种子油
extracells:pattern.fluid:0, ME流体模板: 蜂蜜酒
extracells:pattern.fluid:0, ME流体模板: 液态魔力
extracells:pattern.fluid:0, ME流体模板: 熔融玄武岩
extracells:pattern.fluid:0, ME流体模板: 熔融泰伯利亚
extracells:pattern.fluid:0, ME流体模板: 熔融极光金属
extracells:pattern.fluid:0, ME流体模板: 熔融钷
extracells:pattern.fluid:0, ME流体模板: 熔融杜兰特
extracells:pattern.fluid:0, ME流体模板: 熔融瓦雷利亚
extracells:pattern.fluid:0, ME流体模板: 熔融振金
extracells:pattern.fluid:0, ME流体模板: 熔融绯红铁
extracells:pattern.fluid:0, ME流体模板: 熔融若氏铁
extracells:pattern.fluid:0, ME流体模板: 熔融欧维姆
extracells:pattern.fluid:0, ME流体模板: 熔融地母
extracells:pattern.fluid:0, ME流体模板: 熔融钯
extracells:pattern.fluid:0, ME流体模板: 熔融乌鲁
extracells:pattern.fluid:0, ME流体模板: 熔融熔晶
extracells:pattern.fluid:0, ME流体模板: 熔融深渊金属
extracells:pattern.fluid:0, ME流体模板: 熔融零素
extracells:pattern.fluid:0, ME流体模板: 熔融泰伯利安
extracells:pattern.fluid:0, ME流体模板: 熔融碎金
extracells:pattern.fluid:0, ME流体模板: 熔融瑟蓝
extracells:pattern.fluid:0, ME流体模板: 熔融普罗克希
extracells:pattern.fluid:0, ME流体模板: 熔融漩金
extracells:pattern.fluid:0, ME流体模板: 熔融焰晶
extracells:pattern.fluid:0, ME流体模板: 熔融帝金
extracells:pattern.fluid:0, ME流体模板: 熔融阳光合金
extracells:pattern.fluid:0, ME流体模板: 熔融虚金
extracells:pattern.fluid:0, ME流体模板: 熔融铿金
extracells:pattern.fluid:0, ME流体模板: 熔融烈金
extracells:pattern.fluid:0, ME流体模板: 熔融辐光合金
extracells:pattern.fluid:0, ME流体模板: 熔融流光合金
extracells:pattern.fluid:0, ME流体模板: 熔融地动合金
extracells:pattern.fluid:0, ME流体模板: 熔融曜金
extracells:pattern.fluid:0, ME流体模板: 熔融铌
extracells:pattern.fluid:0, ME流体模板: 熔融原金
extracells:pattern.fluid:0, ME流体模板: 熔融离金
extracells:pattern.fluid:0, ME流体模板: 熔融陨铁
extracells:pattern.fluid:0, ME流体模板: 熔融黑陨铁
extracells:pattern.fluid:0, ME流体模板: 熔融硝化合金
extracells:pattern.fluid:0, ME流体模板: 熔融双锂
extracells:pattern.fluid:0, ME流体模板: 原油
extracells:pattern.fluid:0, ME流体模板: 汽油
extracells:pattern.fluid:0, ME流体模板: 氧
extracells:pattern.fluid:0, ME流体模板: 氢
extracells:pattern.fluid:0, ME流体模板: 菌泥
extracells:pattern.fluid:0, ME流体模板: 甲烷
extracells:pattern.fluid:0, ME流体模板: 大气
extracells:pattern.fluid:0, ME流体模板: 液态甲烷
extracells:pattern.fluid:0, ME流体模板: 液氮
extracells:pattern.fluid:0, ME流体模板: 氮
extracells:pattern.fluid:0, ME流体模板: 二氧化碳
extracells:pattern.fluid:0, ME流体模板: 氩气
extracells:pattern.fluid:0, ME流体模板: 液氩
extracells:pattern.fluid:0, ME流体模板: 氦
extracells:pattern.fluid:0, ME流体模板: 硫酸
extracells:pattern.fluid:0, ME流体模板: 熔融耐酸铝
extracells:pattern.fluid:0, ME流体模板: 熔融锇
extracells:pattern.fluid:0, ME流体模板: 熔融强化黑曜石
extracells:pattern.fluid:0, ME流体模板: 强化荧石
extracells:pattern.fluid:0, ME流体模板: 熔融锇荧黑曜合金
extracells:pattern.fluid:0, ME流体模板: 熔融铱锇合金
extracells:pattern.fluid:0, ME流体模板: 熔融泰拉钢
extracells:pattern.fluid:0, ME流体模板: 熔融源质钢
extracells:pattern.fluid:0, ME流体模板: 熔融魔力钢
extracells:pattern.fluid:0, ME流体模板: 熔融蕴魔结晶
extracells:pattern.fluid:0, ME流体模板: 熔融无尽
extracells:pattern.fluid:0, ME流体模板: 熔融戴斯
extracells:pattern.fluid:0, ME流体模板: 植物油
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 生物柴油
extracells:pattern.fluid:0, ME流体模板: 液态混凝土
extracells:pattern.fluid:0, ME流体模板: 熔融铀
extracells:pattern.fluid:0, ME流体模板: 柴油
extracells:pattern.fluid:0, ME流体模板: 润滑油
extracells:pattern.fluid:0, ME流体模板: 汽油
extracells:pattern.fluid:0, ME流体模板: 凝固汽油
extracells:pattern.fluid:0, ME流体模板: 营养精华液
extracells:pattern.fluid:0, ME流体模板: 深渊露水
extracells:pattern.fluid:0, ME流体模板: 轻盈之气
extracells:pattern.fluid:0, ME流体模板: 烈酒
extracells:pattern.fluid:0, ME流体模板: 火箭燃料
extracells:pattern.fluid:0, ME流体模板: 火焰水
extracells:pattern.fluid:0, ME流体模板: 液态经验
extracells:pattern.fluid:0, ME流体模板: 液态阳光
extracells:pattern.fluid:0, ME流体模板: 云之精华
extracells:pattern.fluid:0, ME流体模板: 浓缩云之精华
extracells:pattern.fluid:0, ME流体模板: 熔融焦黑石头
extracells:pattern.fluid:0, ME流体模板: 熔融黑曜石
extracells:pattern.fluid:0, ME流体模板: 熔融粘土
extracells:pattern.fluid:0, ME流体模板: 液态泥土
extracells:pattern.fluid:0, ME流体模板: 熔融绿宝石
extracells:pattern.fluid:0, ME流体模板: 血
extracells:pattern.fluid:0, ME流体模板: 液态蓝色史莱姆
extracells:pattern.fluid:0, ME流体模板: 液态紫色史莱姆
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k-ME存储组件
extracells:storage.component:1, 1024k-ME存储组件
extracells:storage.component:2, 4096k-ME存储组件
extracells:storage.component:3, 16384k-ME存储组件
extracells:storage.component:4, 1k-ME流体存储组件
extracells:storage.component:5, 4k-ME流体存储组件
extracells:storage.component:6, 16k-ME流体存储组件
extracells:storage.component:7, 64k-ME流体存储组件
extracells:storage.component:8, 256k-ME流体存储组件
extracells:storage.component:9, 1024k-ME流体存储组件
extracells:storage.component:10, 4096k-ME流体存储组件
extracells:storage.component:11, 1k-ME气体存储组件
extracells:storage.component:12, 4k-ME气体存储组件
extracells:storage.component:13, 16k-ME气体存储组件
extracells:storage.component:14, 64k-ME气体存储组件
extracells:storage.component:15, 256k-ME气体存储组件
extracells:storage.component:16, 1024k-ME气体存储组件
extracells:storage.component:17, 4096k-ME气体存储组件
extracells:storage.casing:0, 高级存储外壳
extracells:storage.casing:1, 流体存储外壳
extracells:storage.casing:2, 气体存储外壳
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:storage.fluid.portable:0, ME便携式流体存储器
extracells:storage.gas.portable:0, ME便携式气体存储器
extracells:storage.gas.portable:0, ME便携式气体存储器
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:gas.item, item.extracells.gas.item.name
extracells:certustank, extracells.block.certustank.name
extracells:walrus, 海象
extracells:fluidcrafter, ME流体装配室
extracells:ecbaseblock, ME流体接口
extracells:fluidfiller, 流体自动装填机
extracells:hardmedrive, ME防爆驱动器
extracells:vibrantchamberfluid, 流体谐振仓
ae2stuff:encoder, 样板编码台
ae2stuff:grower, 晶体催生仓
ae2stuff:inscriber, 高级压印器
ae2stuff:wireless, 无线接入器
ae2stuff:wireless_kit, 无线设置工具
ae2stuff:visualiser, 网络可视化工具
thermalfoundation:ore:0, 铜矿石
thermalfoundation:ore:1, 锡矿石
thermalfoundation:ore:2, 银矿石
thermalfoundation:ore:3, 铅矿石
thermalfoundation:ore:4, 铝矿石
thermalfoundation:ore:5, 镍矿石
thermalfoundation:ore:6, 铂矿石
thermalfoundation:ore:7, 铱矿石
thermalfoundation:ore:8, 蕴魔秘银矿石
thermalfoundation:ore_fluid:0, 油砂
thermalfoundation:ore_fluid:1, 油页岩
thermalfoundation:ore_fluid:2, 不稳定红石矿石
thermalfoundation:ore_fluid:3, 充能地狱岩
thermalfoundation:ore_fluid:4, 谐振末影矿石
thermalfoundation:ore_fluid:5, 油砂
thermalfoundation:storage:0, 铜块
thermalfoundation:storage:1, 锡块
thermalfoundation:storage:2, 银块
thermalfoundation:storage:3, 铅块
thermalfoundation:storage:4, 铝块
thermalfoundation:storage:5, 镍块
thermalfoundation:storage:6, 铂块
thermalfoundation:storage:7, 铱块
thermalfoundation:storage:8, 蕴魔秘银块
thermalfoundation:storage_alloy:0, 钢块
thermalfoundation:storage_alloy:1, 琥珀金块
thermalfoundation:storage_alloy:2, 殷钢块
thermalfoundation:storage_alloy:3, 青铜块
thermalfoundation:storage_alloy:4, 康铜块
thermalfoundation:storage_alloy:5, 信素块
thermalfoundation:storage_alloy:6, 流明块
thermalfoundation:storage_alloy:7, 末影块
thermalfoundation:storage_resource:0, 木炭块
thermalfoundation:storage_resource:1, 焦炭块
thermalfoundation:glass:0, 硬化铜玻璃
thermalfoundation:glass:1, 硬化锡玻璃
thermalfoundation:glass:2, 硬化银玻璃
thermalfoundation:glass:3, 硬化玻璃
thermalfoundation:glass:4, 硬化铝玻璃
thermalfoundation:glass:5, 硬化镍玻璃
thermalfoundation:glass:6, 硬化铂玻璃
thermalfoundation:glass:7, 硬化铱玻璃
thermalfoundation:glass:8, 硬化蕴魔秘银玻璃
thermalfoundation:glass_alloy:0, 硬化钢玻璃
thermalfoundation:glass_alloy:1, 硬化琥珀金玻璃
thermalfoundation:glass_alloy:2, 硬化殷钢玻璃
thermalfoundation:glass_alloy:3, 硬化青铜玻璃
thermalfoundation:glass_alloy:4, 硬化康铜玻璃
thermalfoundation:glass_alloy:5, 硬化信素玻璃
thermalfoundation:glass_alloy:6, 硬化流明玻璃
thermalfoundation:glass_alloy:7, 硬化末影玻璃
thermalfoundation:rockwool:0, 黑色石棉
thermalfoundation:rockwool:1, 红色石棉
thermalfoundation:rockwool:2, 绿色石棉
thermalfoundation:rockwool:3, 棕色石棉
thermalfoundation:rockwool:4, 蓝色石棉
thermalfoundation:rockwool:5, 紫色石棉
thermalfoundation:rockwool:6, 青色石棉
thermalfoundation:rockwool:7, 淡灰色石棉
thermalfoundation:rockwool:8, 灰色石棉
thermalfoundation:rockwool:9, 粉红色石棉
thermalfoundation:rockwool:10, 黄绿色石棉
thermalfoundation:rockwool:11, 黄色石棉
thermalfoundation:rockwool:12, 淡蓝色石棉
thermalfoundation:rockwool:13, 品红色石棉
thermalfoundation:rockwool:14, 橙色石棉
thermalfoundation:rockwool:15, 白色石棉
thermalfoundation:wrench:0, 新月锤
thermalfoundation:meter:0, 万用表
thermalfoundation:upgrade:0, 硬化升级套件
thermalfoundation:upgrade:1, 强化升级套件
thermalfoundation:upgrade:2, 信素升级套件
thermalfoundation:upgrade:3, 谐振升级套件
thermalfoundation:upgrade:33, 强化转换套件
thermalfoundation:upgrade:34, 信素转换套件
thermalfoundation:upgrade:35, 谐振转换套件
thermalfoundation:upgrade:256, 创造转换套件
thermalfoundation:security:0, 信素安全锁
thermalfoundation:diagram_redprint, 红图
thermalfoundation:tome_lexicon, 铁匠词典
thermalfoundation:tome_experience, 知识宝典
thermalfoundation:coin:0, 铁币
thermalfoundation:coin:1, 金币
thermalfoundation:coin:64, 铜币
thermalfoundation:coin:65, 锡币
thermalfoundation:coin:66, 银币
thermalfoundation:coin:67, 铅币
thermalfoundation:coin:68, 铝币
thermalfoundation:coin:69, 镍币
thermalfoundation:coin:70, 铂币
thermalfoundation:coin:71, 铱币
thermalfoundation:coin:72, 蕴魔秘银币
thermalfoundation:coin:96, 钢币
thermalfoundation:coin:97, 琥珀金币
thermalfoundation:coin:98, 殷钢币
thermalfoundation:coin:99, 青铜币
thermalfoundation:coin:100, 康铜币
thermalfoundation:coin:101, 信素币
thermalfoundation:coin:102, 流明币
thermalfoundation:coin:103, 末影币
thermalfoundation:fertilizer:0, 光合堆肥
thermalfoundation:fertilizer:1, 富集光合堆肥
thermalfoundation:fertilizer:2, 充能光合堆肥
thermalfoundation:bait:0, 水产饲料
thermalfoundation:bait:1, 富集水产饲料
thermalfoundation:bait:2, 软质水产饲料
thermalfoundation:dye:0, 黑色颜料
thermalfoundation:dye:1, 红色颜料
thermalfoundation:dye:2, 绿色颜料
thermalfoundation:dye:3, 棕色颜料
thermalfoundation:dye:4, 蓝色颜料
thermalfoundation:dye:5, 紫色颜料
thermalfoundation:dye:6, 青色颜料
thermalfoundation:dye:7, 淡灰色颜料
thermalfoundation:dye:8, 灰色颜料
thermalfoundation:dye:9, 粉红色颜料
thermalfoundation:dye:10, 黄绿色颜料
thermalfoundation:dye:11, 黄色颜料
